points,region_1,variety,price_bins
88,Sonoma Valley,Syrah,$30-60
88,Paso Robles,Cabernet Sauvignon,$30-60
88,Paso Robles,Zinfandel,$15-30
88,Santa Lucia Highlands,Riesling,$15-30
88,Paso Robles,Viognier,$15-30
88,Paso Robles,Cabernet Sauvignon,$30-60
88,Los Carneros,Pinot Noir,$30-60
88,California,Syrah,$15-30
85,Mount Veeder,Cabernet Sauvignon,$30-60
85,California,Merlot,<$15
85,Russian River Valley,Red Blend,$15-30
85,Sonoma County,Pinot Noir,<$15
85,Paso Robles,Cabernet Sauvignon,$15-30
85,Central Coast,Syrah,<$15
85,Carneros,Chardonnay,$30-60
85,Paso Robles,Cabernet Sauvignon,$15-30
85,Russian River Valley,Sauvignon Blanc,$30-60
85,North Coast,Zinfandel,$15-30
85,Russian River Valley,Pinot Noir,$30-60
85,Napa Valley,Chardonnay,$30-60
85,Sonoma County,White Blend,$15-30
85,Washington,Pinot Gris,<$15
85,Sonoma County,Pinot Noir,$30-60
88,Napa Valley,Chardonnay,$30-60
88,Russian River Valley,Pinot Noir,$60-100
88,Willamette Valley,Pinot Gris,$15-30
88,Russian River Valley,Zinfandel,$15-30
88,Russian River Valley,Pinot Noir,$30-60
89,Sonoma Coast,Pinot Noir,$30-60
89,Paso Robles,Sangiovese,$30-60
89,South Coast,Red Blend,$30-60
89,Amador County,Red Blend,$15-30
89,Lodi,Red Blend,<$15
89,Hudson River Region,Riesling,$15-30
89,Finger Lakes,Sauvignon Blanc,$15-30
89,Arroyo Seco,Chardonnay,$15-30
89,North Fork of Long Island,Malbec,$30-60
90,Napa Valley,Cabernet Franc,$30-60
89,Columbia Valley (WA),Syrah,$15-30
89,Santa Ynez Valley,Grenache Blanc,$15-30
89,Napa Valley,Sauvignon Blanc,<$15
89,Lake Chelan,Riesling,$15-30
89,Walla Walla Valley (WA),Malbec,$30-60
89,Long Island,Pinot Grigio,$15-30
89,Walla Walla Valley (WA),Bordeaux-style Red Blend,$60-100
89,Paso Robles,Rhône-style Red Blend,$30-60
89,Happy Canyon of Santa Barbara,Cabernet Sauvignon,$15-30
89,Napa Valley,Cabernet Sauvignon,$30-60
89,Santa Lucia Highlands,Syrah,$30-60
89,Columbia Valley (WA),Merlot,<$15
89,Santa Barbara County,Syrah,$30-60
89,Sonoma Coast,Pinot Noir,$30-60
91,Napa Valley,Pinot Noir,$15-30
91,Arroyo Grande Valley,Chardonnay,$15-30
90,Sonoma Valley,Pinot Noir,<$15
90,Sonoma County,Bordeaux-style Red Blend,$15-30
90,Sonoma County,Pinot Noir,$30-60
90,Santa Maria Valley,Chardonnay,$30-60
89,Russian River Valley,Chardonnay,$15-30
89,Sonoma County,Chardonnay,<$15
89,Napa Valley,Zinfandel,$15-30
89,Santa Barbara County,Bordeaux-style Red Blend,$15-30
89,Monterey,Merlot,$15-30
88,Napa Valley,Zinfandel,$15-30
88,Sonoma County,Pinot Blanc,<$15
88,Napa Valley,Merlot,$15-30
88,Oregon,Rosé,$15-30
88,Willamette Valley,Sparkling Blend,$15-30
88,South Coast,Red Blend,$15-30
88,Virginia,Bordeaux-style Red Blend,$60-100
88,Santa Maria Valley,Syrah,$15-30
88,Temecula Valley,Syrah,$60-100
88,Temecula Valley,Red Blend,$60-100
88,Virginia,Petit Verdot,$30-60
88,Monticello,Cabernet Franc,$30-60
92,Calistoga,Cabernet Sauvignon,$60-100
91,Mendocino County,Merlot,$30-60
91,Napa Valley,Cabernet Sauvignon,100-500
91,Sonoma County-Napa County,Claret,100-500
91,Willamette Valley,Pinot Noir,$30-60
91,Dundee Hills,Pinot Noir,$60-100
91,Willamette Valley,Pinot Noir,$30-60
91,Sonoma Mountain,Grüner Veltliner,$15-30
91,Sonoma Coast,Chardonnay,$60-100
91,Sonoma Valley,Chardonnay,$15-30
91,Knights Valley,Syrah,$15-30
91,Russian River Valley,Pinot Noir,$60-100
91,Napa Valley,Meritage,$30-60
91,Knights Valley,Cabernet Sauvignon,$30-60
91,Willamette Valley,Chardonnay,$30-60
91,Dundee Hills,Pinot Noir,$60-100
87,Oak Knoll District,Viognier,$15-30
87,Livermore Valley,Petite Sirah,$30-60
87,California,Pinot Noir,$15-30
87,Umpqua Valley,Pinot Noir,$30-60
87,North Coast,Sparkling Blend,$30-60
87,Santa Barbara County,Malvasia Bianca,$15-30
87,Santa Barbara County,Pinot Grigio,<$15
84,Sonoma Coast,Chardonnay,$15-30
84,Russian River Valley,Pinot Noir,$30-60
84,California,Sauvignon Blanc,<$15
84,Paso Robles,Petit Verdot,$30-60
84,Russian River Valley,Chardonnay,$15-30
84,Sonoma County,Sauvignon Blanc,<$15
84,North Fork of Long Island,Chardonnay,$15-30
84,California,Chardonnay,<$15
84,California,Pinot Grigio,<$15
84,Napa Valley,Merlot,$15-30
84,Carmel Valley,Cabernet Sauvignon,$30-60
84,Monterey,Chardonnay,$15-30
84,Temecula Valley,Syrah,$30-60
84,Columbia Valley (WA),Barbera,$15-30
84,Columbia Valley (WA),Syrah,$15-30
84,Santa Ynez Valley,Rosé,$15-30
84,Sonoma County,Cabernet Sauvignon,$15-30
84,Sonoma Coast,Pinot Noir,$30-60
84,Napa Valley,Zinfandel,$30-60
94,Sta. Rita Hills,Pinot Noir,$30-60
94,Santa Maria Valley,Pinot Noir,$60-100
94,Chalone,Pinot Noir,$30-60
94,Napa Valley,Zinfandel,$30-60
94,Santa Barbara County,Syrah,$15-30
94,Paso Robles,Red Blend,$30-60
94,Santa Lucia Highlands,Pinot Noir,$30-60
94,Santa Lucia Highlands,Pinot Noir,$30-60
94,Sta. Rita Hills,Pinot Noir,$60-100
94,Bennett Valley,Chardonnay,$30-60
94,Snipes Mountain,Grenache,$30-60
94,Santa Maria Valley,Pinot Noir,$30-60
94,Santa Cruz Mountains,Pinot Noir,$60-100
94,Bennett Valley,Syrah,$30-60
94,Napa-Sonoma,Sauvignon Blanc,$30-60
94,Paso Robles,Pinot Noir,$30-60
94,Russian River Valley,Pinot Noir,$60-100
94,Seneca Lake,Cabernet Franc,$30-60
94,Stags Leap District,Cabernet Sauvignon,$60-100
91,Clements Hills,Monastrell,$15-30
91,Lodi,Tempranillo,$15-30
91,Russian River Valley,Chardonnay,$30-60
91,Willamette Valley,Pinot Noir,$30-60
91,Willamette Valley,Pinot Noir,$30-60
91,Napa Valley,Cabernet Sauvignon,$30-60
91,Sta. Rita Hills,Pinot Noir,$30-60
90,Santa Lucia Highlands,Chardonnay,$15-30
90,Russian River Valley,Viognier,$15-30
90,Sonoma Mountain,Pinot Meunier,$15-30
90,Columbia Valley (WA),Riesling,$15-30
90,Yakima Valley,Rhône-style Red Blend,$30-60
90,Columbia Valley (WA),Mourvèdre,$30-60
90,Rutherford,Cabernet Sauvignon,$60-100
90,Washington,Red Blend,$15-30
90,Santa Lucia Highlands,Pinot Noir,$30-60
90,Columbia Valley (WA),Merlot,$15-30
90,Napa Valley,Charbono,$30-60
90,Finger Lakes,Riesling,$15-30
90,Alexander Valley,Cabernet Sauvignon,$30-60
90,Santa Barbara County,Pinot Noir,$15-30
90,Columbia Valley (WA),Cabernet Sauvignon,$30-60
90,California,Red Blend,$15-30
90,Alexander Valley,Cabernet Sauvignon,$15-30
90,Lodi,Sauvignon Blanc,<$15
90,Ballard Canyon,Sangiovese,$15-30
90,Sonoma Coast,Rosé,$15-30
90,Walla Walla Valley (WA),Cabernet Franc,$30-60
90,Walla Walla Valley (WA),Bordeaux-style Red Blend,$30-60
90,Walla Walla Valley (WA),Cabernet Sauvignon,$30-60
90,Russian River Valley,Chardonnay,$30-60
91,Walla Walla Valley (WA),Bordeaux-style Red Blend,$60-100
91,Temecula Valley,Tempranillo,$30-60
91,Sta. Rita Hills,Syrah,$30-60
91,Santa Lucia Highlands,Pinot Noir,$30-60
91,Rutherford,Cabernet Sauvignon,100-500
91,Santa Ynez Valley,Syrah,$15-30
91,Sonoma Valley,Pinot Noir,$60-100
91,Santa Barbara County,White Blend,$15-30
91,Sonoma Coast,Rosé,$15-30
91,Willamette Valley,Pinot Noir,$30-60
91,Santa Cruz Mountains,Syrah,$30-60
91,Mendocino County,Chardonnay,$15-30
91,Walla Walla Valley (WA),Bordeaux-style Red Blend,$30-60
91,Rogue Valley,Rhône-style White Blend,$15-30
90,Russian River Valley,Pinot Noir,$30-60
90,California,Malbec,<$15
90,Russian River Valley,Chardonnay,$30-60
90,Santa Ynez Valley,Arneis,$15-30
90,Russian River Valley,Chardonnay,$60-100
90,Russian River Valley,Pinot Noir,$30-60
90,Finger Lakes,Gewürztraminer,$30-60
91,Santa Cruz Mountains,Syrah,$30-60
91,Santa Lucia Highlands,Pinot Noir,$60-100
91,Southern Oregon,Malbec-Tannat,$30-60
91,Alexander Valley,Cabernet Sauvignon,$30-60
91,Carmel Valley,Cabernet Franc,$30-60
91,Mt. Harlan,Chardonnay,$30-60
91,Paso Robles,Syrah,$30-60
91,Edna Valley,Chardonnay,$15-30
91,Sta. Rita Hills,Pinot Noir,$30-60
91,Santa Ynez Valley,Syrah,$30-60
91,Sta. Rita Hills,Pinot Noir,$30-60
91,Santa Lucia Highlands,Syrah,$15-30
91,Napa Valley,Bordeaux-style Red Blend,$60-100
91,Walla Walla Valley (WA),Bordeaux-style Red Blend,$30-60
91,Willamette Valley,Rosé,$15-30
91,Finger Lakes,Cabernet Sauvignon,$30-60
91,Russian River Valley,Pinot Noir,$30-60
89,California,White Blend,<$15
89,Finger Lakes,Riesling,$15-30
89,Finger Lakes,Riesling,$15-30
89,Santa Cruz Mountains,Pinot Noir,$15-30
89,Livermore Valley,Cabernet Sauvignon,$30-60
89,Paso Robles,Petite Sirah,$30-60
89,Yakima Valley,Dolcetto,$15-30
89,Columbia Valley (WA),Malbec,$30-60
90,Columbia Valley (WA),Bordeaux-style Red Blend,$15-30
90,North Coast,Chardonnay,$30-60
90,Finger Lakes,Riesling,$15-30
90,Yakima Valley,Merlot,$30-60
90,Napa Valley,Red Blend,$60-100
90,Napa Valley,Cabernet Sauvignon,$30-60
90,Finger Lakes,Syrah,$15-30
90,Napa Valley,Merlot,$60-100
90,Finger Lakes,Riesling,<$15
90,Carneros,Chardonnay,$15-30
90,Columbia Valley (WA),Red Blend,$30-60
84,California,Pinot Noir,<$15
84,Carneros,Pinot Noir,$15-30
84,Sonoma County,Pinot Noir,$15-30
84,Russian River Valley,Zinfandel,$30-60
84,Mendocino County,Sauvignon Blanc,$15-30
84,California,Pinot Noir,<$15
84,California,Sauvignon Blanc,<$15
86,California,Sparkling Blend,<$15
86,California,Pinot Noir,<$15
86,Columbia Valley (WA),Riesling,<$15
86,Sonoma Coast,Pinot Noir,$15-30
86,Columbia Valley (WA),Red Blend,<$15
86,Yakima Valley,Pinot Grigio,<$15
86,Napa Valley,Merlot,$30-60
86,Washington,Red Blend,$15-30
86,Yakima Valley,Merlot,<$15
86,Columbia Valley (WA),Tempranillo,$30-60
90,Napa Valley,Cabernet Sauvignon,$30-60
90,Nevada County,Cabernet Franc,$15-30
90,Columbia Valley (WA),Merlot,$15-30
90,Diamond Mountain District,Cabernet Sauvignon,$60-100
90,Russian River Valley,Chardonnay,$30-60
90,Paso Robles Willow Creek District,Viognier,$15-30
90,California,Cabernet Sauvignon,$15-30
90,Russian River Valley,Chardonnay,$15-30
90,California,Chardonnay,<$15
90,Paso Robles,G-S-M,$15-30
88,Walla Walla Valley (WA),Red Blend,$30-60
88,Calaveras County,Syrah,$15-30
88,Calaveras County,Viognier,$15-30
88,Calaveras County,Red Blend,$15-30
88,Columbia Valley (WA),Merlot,$15-30
88,Walla Walla Valley (WA),Malbec,$30-60
88,North Fork of Long Island,Bordeaux-style Red Blend,$60-100
88,Russian River Valley,Chardonnay,$30-60
86,Carneros,Chardonnay,$15-30
86,Sonoma Coast,Syrah,$30-60
86,Yolo County,Sangiovese,$15-30
86,Monterey,Pinot Noir,$15-30
86,Santa Barbara County,Rosé,$15-30
86,Central Coast,Sauvignon Blanc,<$15
86,Paso Robles,Viognier,$30-60
86,Anderson Valley,Pinot Noir,$15-30
86,Sonoma County,Red Blend,$30-60
86,Sonoma County,Red Blend,$15-30
91,Mendocino County,Chardonnay,$15-30
91,Russian River Valley,Pinot Noir,$30-60
91,Sonoma Valley,Merlot,$30-60
91,Edna Valley,Pinot Noir,$30-60
91,Sta. Rita Hills,Pinot Noir,$30-60
91,Willamette Valley,Pinot Noir,$15-30
91,St. Helena,Petit Verdot,$30-60
91,Rockpile,Petite Sirah,$30-60
91,Sonoma County,Cabernet Sauvignon,$15-30
86,Rattlesnake Hills,Red Blend,$15-30
86,Finger Lakes,Pinot Noir,<$15
86,Mendocino County,Red Blend,<$15
86,Clarksburg,Cabernet Franc,$15-30
86,Horse Heaven Hills,Cabernet Sauvignon,$15-30
86,Virginia,Bordeaux-style Red Blend,$15-30
86,Virginia,Meritage,$15-30
86,Virginia,Meritage,$15-30
86,Napa Valley,Merlot,$15-30
86,Carneros,Pinot Noir,$15-30
86,Virginia,Cabernet Franc,$15-30
86,Santa Barbara County,Chardonnay,<$15
86,Sierra Foothills,Red Blend,<$15
86,Paso Robles,Cabernet Sauvignon,$30-60
86,Central Coast,G-S-M,$15-30
91,Willamette Valley,Pinot Gris,$15-30
91,Carneros,Chardonnay,$30-60
91,Dundee Hills,Pinot Noir,$30-60
91,Russian River Valley,Pinot Noir,$60-100
91,Russian River Valley,Pinot Noir,$30-60
91,Stags Leap District,Cabernet Sauvignon,100-500
91,Dundee Hills,Pinot Noir,$30-60
91,Santa Barbara County,Syrah,$30-60
91,Anderson Valley,Gewürztraminer,$15-30
91,Dry Creek Valley,Zinfandel,$30-60
91,Dry Creek Valley,Zinfandel,$30-60
91,Chehalem Mountains,Pinot Noir,$30-60
91,Napa Valley,Red Blend,$15-30
90,Napa Valley,Cabernet Sauvignon,$15-30
90,Rogue Valley,Gewürztraminer,<$15
90,Santa Lucia Highlands,Pinot Noir,$30-60
90,Alexander Valley,Zinfandel,$15-30
90,Livermore Valley,Cabernet Sauvignon,$30-60
90,Russian River Valley,Pinotage,$30-60
90,Willamette Valley,Pinot Noir,$30-60
90,Willamette Valley,Pinot Noir,$30-60
90,Howell Mountain,Cabernet Sauvignon,$30-60
85,Monterey,Chardonnay,$15-30
85,Southern Oregon,Rosé,$15-30
85,Lodi,Cabernet Sauvignon,<$15
85,Alexander Valley,Red Blend,$30-60
85,Monterey County,Cabernet Sauvignon,$15-30
85,Carneros-Napa Valley,Pinot Noir,$15-30
85,Willamette Valley,Pinot Gris,<$15
85,El Dorado,Sangiovese,$15-30
85,Napa Valley,Cabernet Blend,$30-60
85,Central Coast,Pinot Noir,$15-30
85,Napa Valley,Sauvignon Blanc,$15-30
93,Dundee Hills,Pinot Noir,$30-60
93,Eola-Amity Hills,Pinot Noir,$60-100
93,Willamette Valley,Pinot Noir,$60-100
93,Sta. Rita Hills,Pinot Noir,$30-60
93,Sta. Rita Hills,Pinot Noir,$30-60
93,Ballard Canyon,Syrah,$30-60
93,Willamette Valley,Pinot Noir,$60-100
93,Mendocino,Pinot Noir,$30-60
93,Paso Robles,Pinot Noir,$15-30
93,Sonoma Coast,Chardonnay,$30-60
93,Sonoma Coast,Chardonnay,$30-60
93,Paso Robles Willow Creek District,Red Blend,$60-100
92,Columbia Valley (WA),Bordeaux-style Red Blend,$30-60
92,Santa Cruz Mountains,Grenache,$30-60
92,Central Coast,Syrah-Cabernet Sauvignon,$30-60
92,Santa Cruz Mountains,Syrah,$30-60
92,Santa Cruz Mountains,Roussanne,$30-60
92,Napa Valley,Cabernet Sauvignon,100-500
92,Sonoma Mountain,Pinot Noir,$30-60
92,Edna Valley,Pinot Noir,$60-100
92,Napa Valley,Cabernet Sauvignon,100-500
92,Sonoma Coast,Pinot Noir,$60-100
92,Yakima Valley,Rhône-style Red Blend,$30-60
92,Napa Valley,Cabernet Franc,$60-100
92,Spring Mountain District,Chardonnay,$30-60
92,Russian River Valley,Pinot Noir,$15-30
92,Russian River Valley,Pinot Noir,$30-60
92,Santa Cruz Mountains,Cabernet Sauvignon,$30-60
92,Livermore Valley,Red Blend,$30-60
92,Dry Creek Valley,Zinfandel,$30-60
94,Napa Valley,Bordeaux-style Red Blend,$30-60
94,Walla Walla Valley (OR),Syrah,$60-100
94,Russian River Valley,Pinot Noir,$60-100
94,Willamette Valley,Pinot Noir,$60-100
94,Anderson Valley,Pinot Noir,$60-100
94,Dundee Hills,Pinot Noir,$30-60
93,Columbia Valley (OR),Cabernet Sauvignon,$60-100
93,Calistoga,Cabernet Sauvignon,$60-100
93,Russian River Valley,Pinot Noir,$30-60
93,Central Coast,Port,$30-60
93,Yountville,Cabernet Sauvignon,$30-60
93,Napa Valley,Sauvignon Blanc,$30-60
93,Napa Valley,Bordeaux-style Red Blend,$60-100
93,Bennett Valley,Syrah,$30-60
93,Willamette Valley,Pinot Noir,$60-100
88,California,Red Blend,<$15
88,California,Cabernet Sauvignon,<$15
88,Russian River Valley,Chardonnay,$15-30
88,California,Viognier,$15-30
88,Washington,Riesling,<$15
88,Seneca Lake,Cabernet Franc,$15-30
88,"The Hamptons, Long Island",Champagne Blend,$30-60
88,Horse Heaven Hills,Viognier,<$15
88,Sonoma Mountain,Cabernet Sauvignon,$30-60
88,North Fork of Long Island,Merlot,$30-60
88,North Fork of Long Island,Chardonnay,$30-60
88,North Fork of Long Island,White Blend,$30-60
88,Finger Lakes,Cabernet-Syrah,$15-30
82,Santa Barbara County,Chardonnay,<$15
81,California,Pinot Noir,<$15
81,El Dorado,Syrah,$15-30
81,Sonoma County,Rosé,<$15
81,California,White Blend,<$15
94,Columbia Valley (WA),Syrah,$60-100
91,Santa Cruz Mountains,Pinot Noir,$30-60
86,Sonoma Valley,Merlot,$15-30
86,Santa Barbara County,Chardonnay,<$15
86,Paso Robles,Cabernet Sauvignon,$15-30
86,Seneca Lake,Bordeaux-style Red Blend,$15-30
86,Russian River Valley,Chardonnay,$15-30
86,Sonoma Mountain,Pinot Noir,$30-60
86,Idaho,Riesling,<$15
86,Santa Margarita Ranch,Zinfandel,$15-30
86,Paso Robles,Merlot,<$15
86,Russian River Valley,Pinot Gris,<$15
86,California,Rhône-style Red Blend,$15-30
86,San Bernabe,Pinot Grigio,<$15
86,Russian River Valley,Chardonnay,$30-60
93,Ancient Lakes,Riesling,$15-30
93,Sta. Rita Hills,Chardonnay,$30-60
93,Snipes Mountain,Grenache,$30-60
92,Russian River Valley,Pinot Noir,$30-60
92,Columbia Valley (WA),Syrah,$30-60
92,Russian River Valley,Pinot Noir,$30-60
92,Sta. Rita Hills,Pinot Noir,$30-60
92,Paso Robles,Aglianico,$15-30
92,Columbia Valley (WA),Roussanne,$15-30
92,Finger Lakes,Riesling,$60-100
92,Walla Walla Valley (WA),Syrah,$30-60
92,San Luis Obispo County,Pinot Noir,$30-60
92,Santa Cruz Mountains,Chardonnay,$15-30
92,Columbia Valley (WA),Rhône-style Red Blend,$15-30
86,Russian River Valley,Chardonnay,$30-60
86,Virginia,Norton,$30-60
86,St. Helena,Aglianico,$30-60
86,California,Rosé,$15-30
86,Willamette Valley,Rosé,$15-30
86,Chehalem Mountains,Pinot Noir,$15-30
86,Napa Valley,Sauvignon Blanc,$15-30
86,Virginia,Red Blend,$30-60
86,Monterey County-Napa County-Sonoma County,Pinot Noir,$15-30
86,Sta. Rita Hills,Syrah-Grenache,$15-30
86,Napa Valley,Red Blend,$30-60
85,Sonoma Coast,Pinot Noir,$15-30
85,Santa Ynez Valley,Rhône-style Red Blend,$30-60
85,Finger Lakes,Riesling,$15-30
85,Paso Robles,Pinot Noir,$30-60
85,Mendocino County,Merlot,$30-60
85,Sierra Foothills,Red Blend,$30-60
85,North Fork of Long Island,Bordeaux-style Red Blend,$30-60
85,Finger Lakes,Riesling,<$15
85,Sonoma Coast,Pinot Noir,$30-60
85,Finger Lakes,Chardonnay,<$15
86,Columbia Valley (WA),Red Blend,$15-30
86,Knights Valley,Petite Sirah,$30-60
86,Columbia Valley (WA),Chardonnay,<$15
86,California,Sparkling Blend,<$15
86,Horse Heaven Hills,Sauvignon Blanc,<$15
86,Lake County,Chardonnay,$15-30
86,Finger Lakes,Lemberger,$15-30
86,Santa Lucia Highlands,Pinot Noir,$30-60
86,Yakima Valley,Roussanne,$15-30
86,Seneca Lake,Lemberger,$15-30
86,Alexander Valley,Cabernet Sauvignon,$30-60
92,Dry Creek Valley,Zinfandel,$30-60
92,Alexander Valley,Cabernet Sauvignon,$15-30
92,Mount Veeder,Chardonnay,$30-60
92,Diamond Mountain District,Cabernet Sauvignon,$15-30
92,Russian River Valley,Chardonnay,$30-60
92,Napa Valley,Cabernet Sauvignon,$30-60
92,Edna Valley,Red Blend,$30-60
92,Napa Valley,Syrah,$15-30
92,Carneros,Chardonnay,$30-60
92,Napa Valley,Cabernet Sauvignon,$30-60
92,Napa Valley,Cabernet Sauvignon-Cabernet Franc,$30-60
92,Sta. Rita Hills,Chardonnay,$15-30
89,New York,Bordeaux-style Red Blend,$15-30
89,Happy Canyon of Santa Barbara,Cabernet Sauvignon,$60-100
89,California,Sauvignon Blanc,$15-30
89,North Fork of Long Island,Chardonnay,$15-30
89,Mendocino,Cabernet Sauvignon,$15-30
89,Shenandoah Valley (CA),Grenache,$15-30
89,California,Zinfandel,$15-30
89,California,Cabernet Franc,$15-30
89,Napa Valley,Red Blend,$60-100
89,Livermore Valley,Red Blend,$30-60
89,Santa Cruz Mountains,Pinot Noir,$30-60
89,Finger Lakes,Cabernet Franc,$15-30
89,Arroyo Seco,Sangiovese,$30-60
89,Sierra Foothills,Red Blend,$30-60
89,Lodi,Barbera,$15-30
91,Paso Robles,Red Blend,$15-30
91,Lodi,Cabernet Franc,$30-60
91,Russian River Valley,Pinot Noir,$30-60
91,Hudson River Region,Cabernet Franc,$30-60
91,Lake County,Cabernet Sauvignon,$15-30
91,Santa Clara Valley,Meritage,$30-60
91,Sonoma Valley,Semillon-Sauvignon Blanc,$30-60
91,Columbia Valley (WA),Meritage,$60-100
91,Red Mountain,Syrah,$60-100
91,Atlas Peak,Cabernet Sauvignon,$30-60
91,Santa Barbara County,Chardonnay,$15-30
91,Russian River Valley,Pinot Noir,$30-60
91,Sonoma County-San Joaquin County,Zinfandel,$15-30
91,Happy Canyon of Santa Barbara,Sauvignon Blanc,$30-60
91,Columbia Valley (WA),Merlot,$30-60
91,Columbia Valley (WA),Red Blend,$15-30
91,Howell Mountain,Cabernet Sauvignon,$60-100
91,Edna Valley,Pinot Noir,$30-60
91,Sta. Rita Hills,Syrah,$30-60
91,Lodi,Zinfandel,<$15
91,Santa Maria Valley,G-S-M,$30-60
91,Anderson Valley,Sauvignon Blanc,$15-30
91,Sonoma Coast,Pinot Noir,$30-60
92,Sonoma Coast,Chardonnay,$60-100
92,Columbia Valley (WA),Merlot,$30-60
91,Horse Heaven Hills,Petit Verdot,$30-60
91,Columbia Valley (WA),Merlot,$30-60
91,Columbia Valley (WA),Zinfandel,$15-30
91,Columbia Valley (WA),Syrah,$15-30
91,Sonoma Valley,Chardonnay,$30-60
91,Russian River Valley,Pinot Noir,$60-100
91,Santa Maria Valley,Pinot Noir,$30-60
91,Oak Knoll District,Cabernet Sauvignon,$30-60
89,San Lucas,Pinot Noir,$15-30
89,Santa Ynez Valley,Semillon-Sauvignon Blanc,$15-30
89,Monterey County,Sauvignon Blanc,<$15
89,Carneros,Pinot Noir,$30-60
89,Santa Lucia Highlands,Pinot Noir,$30-60
89,Sonoma Valley,Cabernet Sauvignon,100-500
89,Sonoma Valley,Sauvignon Blanc,$15-30
89,Carneros,Pinot Noir,$15-30
89,Santa Lucia Highlands,Pinot Noir,$30-60
86,Paso Robles,Rosé,<$15
86,Russian River Valley,Chardonnay,$30-60
86,Horse Heaven Hills,Chardonnay,$15-30
86,Dry Creek Valley,Cabernet Franc,$30-60
86,Columbia Valley (WA),Sauvignon Blanc,$15-30
86,Willamette Valley,Pinot Noir,$30-60
86,Dundee Hills,Pinot Noir,$15-30
86,Rutherford,Cabernet Franc,$60-100
86,Rockpile,Zinfandel,$30-60
86,Calistoga,Zinfandel,$30-60
86,Horse Heaven Hills,Grenache,$15-30
86,Alexander Valley,Cabernet Franc,$15-30
86,Yakima Valley,Cabernet Sauvignon,<$15
86,South Coast,Merlot,$30-60
85,Finger Lakes,Riesling,<$15
85,Paso Robles,Cabernet Sauvignon,$15-30
85,Paso Robles,Syrah,$15-30
85,Columbia Valley (WA),Chardonnay,<$15
85,Dry Creek Valley,Primitivo,$15-30
85,Seneca Lake,Gewürztraminer,$15-30
85,Carneros,Pinot Noir,$15-30
85,Napa Valley,Chardonnay,$15-30
85,Finger Lakes,Gewürztraminer,$15-30
85,Finger Lakes,Pinot Gris,$15-30
87,Rutherford,Merlot,$30-60
87,North Fork of Long Island,Riesling,$15-30
87,Columbia Valley (WA),Sémillon,<$15
87,Santa Barbara County,Pinot Grigio,$15-30
87,Columbia Valley (WA),Chardonnay,$15-30
87,California,Sauvignon Blanc,<$15
87,Napa Valley,Sauvignon Blanc,$15-30
87,Napa Valley,Cabernet Sauvignon,$30-60
87,Paso Robles,Merlot,$15-30
87,Paso Robles,Cabernet Sauvignon,$15-30
87,Sonoma County,Cabernet Sauvignon,$30-60
87,Wahluke Slope,Nebbiolo,$15-30
87,Monterey,Chardonnay,$15-30
87,Finger Lakes,Rosé,<$15
87,Napa Valley,Cabernet Sauvignon,$60-100
87,California,Barbera,<$15
87,California,Syrah,<$15
88,Anderson Valley,Pinot Noir,$15-30
88,Columbia Valley (WA),Cabernet Sauvignon,$30-60
88,Potter Valley,Pinot Noir,$15-30
88,Potter Valley,Sauvignon Blanc,$15-30
88,Columbia Valley (WA),Cabernet Sauvignon,$30-60
88,Washington,Syrah,$15-30
88,Napa Valley,Chardonnay,$15-30
88,Alexander Valley,Viognier,$15-30
88,Finger Lakes,Gewürztraminer,$15-30
88,Paso Robles,Red Blend,$15-30
88,Walla Walla Valley (WA),Riesling,<$15
88,Napa Valley,Sauvignon Blanc,$30-60
88,Columbia Valley (WA),Red Blend,$15-30
88,Santa Barbara County,Syrah,$30-60
87,Columbia Valley (WA),Chardonnay,<$15
87,Sonoma Coast,Pinot Noir,$30-60
87,Monticello,Sauvignon Blanc,$15-30
